Original Adjacency List:
4 <-> 24 [30408704.000000]
4 <-> 25 [35045036.000000]
4 <-> 26 [25361670.000000]
4 <-> 27 [26527108.000000]
4 <-> 28 [32758562.000000]
4 <-> 29 [32758562.000000]
4 <-> 30 [31544540.000000]
4 <-> 31 [29134566.000000]
4 <-> 32 [23911212.000000]
4 <-> 33 [29528168.000000]
4 <-> 34 [30408704.000000]
4 <-> 35 [24546534.000000]
4 <-> 36 [33570812.000000]
4 <-> 5 [0.000000]
4 <-> 6 [22587018.000000]
4 <-> 7 [13428325.000000]
4 <-> 8 [20654552.000000]
4 <-> 9 [2155937536.000000]
4 <-> 10 [4194304.000000]
4 <-> 11 [22684168.000000]
4 <-> 12 [19334786.000000]
4 <-> 13 [20654552.000000]
4 <-> 14 [26527108.000000]
4 <-> 15 [2137034880.000000]
4 <-> 16 [19334786.000000]
4 <-> 17 [8388608.000000]
4 <-> 18 [25512956.000000]
4 <-> 19 [24479254.000000]
4 <-> 20 [20654552.000000]
4 <-> 21 [28524352.000000]
4 <-> 22 [32573436.000000]
4 <-> 23 [17825792.000000]
4 <-> 24 [30408704.000000]
4 <-> 25 [35045036.000000]
4 <-> 26 [25361670.000000]
4 <-> 27 [26527108.000000]
4 <-> 28 [32758562.000000]
4 <-> 29 [32758562.000000]
4 <-> 30 [31544540.000000]
4 <-> 31 [29134566.000000]
4 <-> 32 [23911212.000000]
4 <-> 33 [29528168.000000]
4 <-> 34 [30408704.000000]
4 <-> 35 [24546534.000000]
4 <-> 36 [33570812.000000]
5 <-> 0 [44586064.000000]
5 <-> 1 [1065386240.000000]
5 <-> 2 [1073774592.000000]
5 <-> 3 [2147500032.000000]
5 <-> 4 [0.000000]
5 <-> 0 [44586064.000000]
5 <-> 1 [1065386240.000000]
5 <-> 2 [1073774592.000000]
5 <-> 3 [2147500032.000000]
5 <-> 4 [0.000000]
5 <-> 5 [0.000000]
5 <-> 5 [0.000000]
5 <-> 6 [22587018.000000]
5 <-> 7 [13428325.000000]
5 <-> 8 [20654552.000000]
5 <-> 9 [2155937536.000000]
5 <-> 10 [4194304.000000]
5 <-> 11 [22684168.000000]
5 <-> 12 [19334786.000000]
5 <-> 13 [20654552.000000]
5 <-> 14 [26527108.000000]
5 <-> 15 [2137034880.000000]
5 <-> 16 [19334786.000000]
5 <-> 17 [8388608.000000]
5 <-> 18 [25512956.000000]
5 <-> 19 [24479254.000000]
5 <-> 20 [20654552.000000]
5 <-> 21 [28524352.000000]
5 <-> 22 [32573436.000000]
5 <-> 23 [17825792.000000]
5 <-> 24 [30408704.000000]
5 <-> 25 [35045036.000000]
5 <-> 26 [25361670.000000]
5 <-> 27 [26527108.000000]
5 <-> 28 [32758562.000000]
5 <-> 29 [32758562.000000]
5 <-> 30 [31544540.000000]
5 <-> 31 [29134566.000000]
5 <-> 32 [23911212.000000]
5 <-> 33 [29528168.000000]
5 <-> 34 [30408704.000000]
5 <-> 35 [24546534.000000]
5 <-> 36 [33570812.000000]
5 <-> 6 [22587018.000000]
5 <-> 7 [13428325.000000]
5 <-> 8 [20654552.000000]
5 <-> 9 [2155937536.000000]
5 <-> 10 [4194304.000000]
5 <-> 11 [22684168.000000]
5 <-> 12 [19334786.000000]
5 <-> 13 [20654552.000000]
5 <-> 14 [26527108.000000]
5 <-> 15 [2137034880.000000]
5 <-> 16 [19334786.000000]
5 <-> 17 [8388608.000000]
5 <-> 18 [25512956.000000]
5 <-> 19 [24479254.000000]
5 <-> 20 [20654552.000000]
5 <-> 21 [28524352.000000]
5 <-> 22 [32573436.000000]
5 <-> 23 [17825792.000000]
5 <-> 24 [30408704.000000]
5 <-> 25 [35045036.000000]
5 <-> 26 [25361670.000000]
5 <-> 27 [26527108.000000]
5 <-> 28 [32758562.000000]
5 <-> 29 [32758562.000000]
5 <-> 30 [31544540.000000]
5 <-> 31 [29134566.000000]
5 <-> 32 [23911212.000000]
5 <-> 33 [29528168.000000]
5 <-> 34 [30408704.000000]
5 <-> 35 [24546534.000000]
5 <-> 36 [33570812.000000]
6 <-> 0 [24456784.000000]
6 <-> 1 [1086454272.000000]
6 <-> 2 [1082203648.000000]
6 <-> 3 [2155908864.000000]
6 <-> 4 [22587018.000000]
6 <-> 5 [22587018.000000]
6 <-> 0 [24456784.000000]
6 <-> 1 [1086454272.000000]
6 <-> 2 [1082203648.000000]
6 <-> 3 [2155908864.000000]
6 <-> 4 [22587018.000000]
6 <-> 5 [22587018.000000]
6 <-> 6 [0.000000]
6 <-> 6 [0.000000]
6 <-> 7 [12756478.000000]
6 <-> 8 [16907780.000000]
6 <-> 9 [2164264960.000000]
6 <-> 10 [21386838.000000]
6 <-> 11 [4689374.500000]
6 <-> 12 [4689374.500000]
6 <-> 13 [2097152.000000]
6 <-> 14 [4194304.000000]
6 <-> 15 [2145402880.000000]
6 <-> 16 [10485760.000000]
6 <-> 17 [20971520.000000]
6 <-> 18 [5931641.500000]
6 <-> 19 [10327276.000000]
6 <-> 20 [2097152.000000]
6 <-> 21 [17918074.000000]
6 <-> 22 [11342084.000000]
6 <-> 23 [22997068.000000]
6 <-> 24 [12626527.000000]
6 <-> 25 [15013324.000000]
6 <-> 26 [16005818.000000]
6 <-> 27 [17293558.000000]
6 <-> 28 [13263554.000000]
6 <-> 29 [13263554.000000]
6 <-> 30 [9437184.000000]
6 <-> 31 [7561389.000000]
6 <-> 32 [6631777.000000]
6 <-> 33 [7340032.000000]
6 <-> 34 [13631488.000000]
6 <-> 35 [19334786.000000]
6 <-> 36 [20359664.000000]
6 <-> 7 [12756478.000000]
6 <-> 8 [16907780.000000]
6 <-> 9 [2164264960.000000]
6 <-> 10 [21386838.000000]
6 <-> 11 [4689374.500000]
6 <-> 12 [4689374.500000]
6 <-> 13 [2097152.000000]
6 <-> 14 [4194304.000000]
6 <-> 15 [2145402880.000000]
6 <-> 16 [10485760.000000]
6 <-> 17 [20971520.000000]
6 <-> 18 [5931641.500000]
6 <-> 19 [10327276.000000]
6 <-> 20 [2097152.000000]
6 <-> 21 [17918074.000000]
6 <-> 22 [11342084.000000]
6 <-> 23 [22997068.000000]
6 <-> 24 [12626527.000000]
6 <-> 25 [15013324.000000]
6 <-> 26 [16005818.000000]
6 <-> 27 [17293558.000000]
6 <-> 28 [13263554.000000]
6 <-> 29 [13263554.000000]
6 <-> 30 [9437184.000000]
6 <-> 31 [7561389.000000]
6 <-> 32 [6631777.000000]
6 <-> 33 [7340032.000000]
6 <-> 34 [13631488.000000]
6 <-> 35 [19334786.000000]
6 <-> 36 [20359664.000000]
7 <-> 0 [31457280.000000]
7 <-> 1 [1073907712.000000]
7 <-> 2 [1084227584.000000]
7 <-> 3 [2157969408.000000]
7 <-> 4 [13428325.000000]
7 <-> 5 [13428325.000000]
7 <-> 6 [12756478.000000]
7 <-> 0 [31457280.000000]
7 <-> 1 [1073907712.000000]
7 <-> 2 [1084227584.000000]
7 <-> 3 [2157969408.000000]
7 <-> 4 [13428325.000000]
7 <-> 5 [13428325.000000]
7 <-> 6 [12756478.000000]
7 <-> 7 [0.000000]
7 <-> 7 [0.000000]
7 <-> 8 [21591502.000000]
7 <-> 9 [2166374144.000000]
7 <-> 10 [10485760.000000]
7 <-> 11 [10693419.000000]
7 <-> 12 [12228392.000000]
7 <-> 13 [10693419.000000]
7 <-> 14 [16907780.000000]
7 <-> 15 [2147487744.000000]
7 <-> 16 [5931641.500000]
7 <-> 17 [8646779.000000]
7 <-> 18 [17918074.000000]
7 <-> 19 [11146516.000000]
7 <-> 20 [10693419.000000]
7 <-> 21 [26692388.000000]
7 <-> 22 [20251366.000000]
7 <-> 23 [11146516.000000]
7 <-> 24 [24389256.000000]
7 <-> 25 [22119734.000000]
7 <-> 26 [12273267.000000]
7 <-> 27 [25253054.000000]
7 <-> 28 [19784492.000000]
7 <-> 29 [19784492.000000]
7 <-> 30 [22119734.000000]
7 <-> 31 [17293558.000000]
7 <-> 32 [11293509.000000]
7 <-> 33 [20033016.000000]
7 <-> 34 [17069580.000000]
7 <-> 35 [12582912.000000]
7 <-> 36 [30624882.000000]
7 <-> 8 [21591502.000000]
7 <-> 9 [2166374144.000000]
7 <-> 10 [10485760.000000]
7 <-> 11 [10693419.000000]
7 <-> 12 [12228392.000000]
7 <-> 13 [10693419.000000]
7 <-> 14 [16907780.000000]
7 <-> 15 [2147487744.000000]
7 <-> 16 [5931641.500000]
7 <-> 17 [8646779.000000]
7 <-> 18 [17918074.000000]
7 <-> 19 [11146516.000000]
7 <-> 20 [10693419.000000]
7 <-> 21 [26692388.000000]
7 <-> 22 [20251366.000000]
7 <-> 23 [11146516.000000]
7 <-> 24 [24389256.000000]
7 <-> 25 [22119734.000000]
7 <-> 26 [12273267.000000]
7 <-> 27 [25253054.000000]
7 <-> 28 [19784492.000000]
7 <-> 29 [19784492.000000]
7 <-> 30 [22119734.000000]
7 <-> 31 [17293558.000000]
7 <-> 32 [11293509.000000]
7 <-> 33 [20033016.000000]
7 <-> 34 [17069580.000000]
7 <-> 35 [12582912.000000]
7 <-> 36 [30624882.000000]
8 <-> 0 [40502732.000000]
8 <-> 1 [1084227584.000000]
8 <-> 2 [1065404800.000000]
8 <-> 3 [2139120768.000000]
8 <-> 4 [20654552.000000]
8 <-> 5 [20654552.000000]
8 <-> 6 [16907780.000000]
8 <-> 7 [21591502.000000]
8 <-> 0 [40502732.000000]
8 <-> 1 [1084227584.000000]
8 <-> 2 [1065404800.000000]
8 <-> 3 [2139120768.000000]
8 <-> 4 [20654552.000000]
8 <-> 5 [20654552.000000]
8 <-> 6 [16907780.000000]
8 <-> 7 [21591502.000000]
8 <-> 8 [0.000000]
8 <-> 8 [0.000000]
8 <-> 9 [2147484672.000000]
8 <-> 10 [22684168.000000]
8 <-> 11 [20971520.000000]
8 <-> 12 [12582912.000000]
8 <-> 13 [16777216.000000]
8 <-> 14 [17918074.000000]
8 <-> 15 [2128618624.000000]
8 <-> 16 [23911212.000000]
8 <-> 17 [25253054.000000]
8 <-> 18 [14068123.000000]
8 <-> 19 [26298152.000000]
8 <-> 20 [16777216.000000]
8 <-> 21 [8388608.000000]
8 <-> 22 [27523872.000000]
8 <-> 23 [32302268.000000]
8 <-> 24 [14262176.000000]
8 <-> 25 [31544540.000000]
8 <-> 26 [31052724.000000]
8 <-> 27 [6291456.000000]
8 <-> 28 [30026648.000000]
8 <-> 29 [30026648.000000]
8 <-> 30 [20359664.000000]
8 <-> 31 [23911212.000000]
8 <-> 32 [23068672.000000]
8 <-> 33 [19249296.000000]
8 <-> 34 [30480934.000000]
8 <-> 35 [33158884.000000]
8 <-> 36 [13631488.000000]
8 <-> 9 [2147484672.000000]
8 <-> 10 [22684168.000000]
8 <-> 11 [20971520.000000]
8 <-> 12 [12582912.000000]
8 <-> 13 [16777216.000000]
8 <-> 14 [17918074.000000]
8 <-> 15 [2128618624.000000]
8 <-> 16 [23911212.000000]
8 <-> 17 [25253054.000000]
8 <-> 18 [14068123.000000]
8 <-> 19 [26298152.000000]
8 <-> 20 [16777216.000000]
8 <-> 21 [8388608.000000]
8 <-> 22 [27523872.000000]
8 <-> 23 [32302268.000000]
8 <-> 24 [14262176.000000]
8 <-> 25 [31544540.000000]
8 <-> 26 [31052724.000000]
8 <-> 27 [6291456.000000]
8 <-> 28 [30026648.000000]
8 <-> 29 [30026648.000000]
8 <-> 30 [20359664.000000]
8 <-> 31 [23911212.000000]
8 <-> 32 [23068672.000000]
8 <-> 33 [19249296.000000]
8 <-> 34 [30480934.000000]
8 <-> 35 [33158884.000000]
8 <-> 36 [13631488.000000]
9 <-> 0 [2185296896.000000]
9 <-> 1 [2404722944.000000]
9 <-> 2 [1082162944.000000]
9 <-> 3 [11863283.000000]
9 <-> 4 [2155937536.000000]
9 <-> 5 [2155937536.000000]
9 <-> 6 [2164264960.000000]
9 <-> 7 [2166374144.000000]
9 <-> 8 [2147484672.000000]
9 <-> 0 [2185296896.000000]
9 <-> 1 [2404722944.000000]
9 <-> 2 [1082162944.000000]
9 <-> 3 [11863283.000000]
9 <-> 4 [2155937536.000000]
9 <-> 5 [2155937536.000000]
9 <-> 6 [2164264960.000000]
9 <-> 7 [2166374144.000000]
9 <-> 8 [2147484672.000000]
9 <-> 9 [0.000000]
9 <-> 9 [0.000000]
9 <-> 10 [2160131840.000000]
9 <-> 11 [2168456192.000000]
9 <-> 12 [2160067584.000000]
9 <-> 13 [2164261888.000000]
9 <-> 14 [2164277248.000000]
9 <-> 15 [19334786.000000]
9 <-> 16 [2170556416.000000]
9 <-> 17 [2164325888.000000]
9 <-> 18 [2160082944.000000]
9 <-> 19 [2173698048.000000]
9 <-> 20 [2164261888.000000]
9 <-> 21 [2147509248.000000]
9 <-> 22 [2173723392.000000]
9 <-> 23 [2173762816.000000]
9 <-> 24 [2155915264.000000]
9 <-> 25 [2177917696.000000]
9 <-> 26 [2177896448.000000]
9 <-> 27 [2147500032.000000]
9 <-> 28 [2176859904.000000]
9 <-> 29 [2176859904.000000]
9 <-> 30 [2164303872.000000]
9 <-> 31 [2170568448.000000]
9 <-> 32 [2170553344.000000]
9 <-> 33 [2164291584.000000]
9 <-> 34 [2177896448.000000]
9 <-> 35 [2178957056.000000]
9 <-> 36 [2147541248.000000]
9 <-> 10 [2160131840.000000]
9 <-> 11 [2168456192.000000]
9 <-> 12 [2160067584.000000]
9 <-> 13 [2164261888.000000]
9 <-> 14 [2164277248.000000]
9 <-> 15 [19334786.000000]
9 <-> 16 [2170556416.000000]
9 <-> 17 [2164325888.000000]
9 <-> 18 [2160082944.000000]
9 <-> 19 [2173698048.000000]
9 <-> 20 [2164261888.000000]
9 <-> 21 [2147509248.000000]
9 <-> 22 [2173723392.000000]
9 <-> 23 [2173762816.000000]
9 <-> 24 [2155915264.000000]
9 <-> 25 [2177917696.000000]
9 <-> 26 [2177896448.000000]
9 <-> 27 [2147500032.000000]
9 <-> 28 [2176859904.000000]
9 <-> 29 [2176859904.000000]
9 <-> 30 [2164303872.000000]
9 <-> 31 [2170568448.000000]
9 <-> 32 [2170553344.000000]
9 <-> 33 [2164291584.000000]
9 <-> 34 [2177896448.000000]
9 <-> 35 [2178957056.000000]
9 <-> 36 [2147541248.000000]
10 <-> 0 [41943040.000000]
10 <-> 1 [1065427520.000000]
10 <-> 2 [1077968768.000000]
10 <-> 3 [2151694336.000000]
10 <-> 4 [4194304.000000]
10 <-> 5 [4194304.000000]
10 <-> 6 [21386838.000000]
10 <-> 7 [10485760.000000]
10 <-> 8 [22684168.000000]
10 <-> 9 [2160131840.000000]
10 <-> 0 [41943040.000000]
10 <-> 1 [1065427520.000000]
10 <-> 2 [1077968768.000000]
10 <-> 3 [2151694336.000000]
10 <-> 4 [4194304.000000]
10 <-> 5 [4194304.000000]
10 <-> 6 [21386838.000000]
10 <-> 7 [10485760.000000]
10 <-> 8 [22684168.000000]
10 <-> 9 [2160131840.000000]
10 <-> 10 [0.000000]
10 <-> 10 [0.000000]
10 <-> 11 [20654552.000000]
10 <-> 12 [18874368.000000]
10 <-> 13 [19334786.000000]
10 <-> 14 [25512956.000000]
10 <-> 15 [2141229184.000000]
10 <-> 16 [16379281.000000]
10 <-> 17 [4194304.000000]
10 <-> 18 [25165824.000000]
10 <-> 19 [21616948.000000]
10 <-> 20 [19334786.000000]
10 <-> 21 [30026648.000000]
10 <-> 22 [30480934.000000]
10 <-> 23 [13631488.000000]
10 <-> 24 [30696604.000000]
10 <-> 25 [32573436.000000]
10 <-> 26 [21819454.000000]
10 <-> 27 [28136246.000000]
10 <-> 28 [30245556.000000]
10 <-> 29 [30245556.000000]
10 <-> 30 [30696604.000000]
10 <-> 31 [27262976.000000]
10 <-> 32 [21591502.000000]
10 <-> 33 [28620554.000000]
10 <-> 34 [27523872.000000]
10 <-> 35 [20654552.000000]
10 <-> 36 [34856280.000000]
10 <-> 11 [20654552.000000]
10 <-> 12 [18874368.000000]
10 <-> 13 [19334786.000000]
10 <-> 14 [25512956.000000]
10 <-> 15 [2141229184.000000]
10 <-> 16 [16379281.000000]
10 <-> 17 [4194304.000000]
10 <-> 18 [25165824.000000]
10 <-> 19 [21616948.000000]
10 <-> 20 [19334786.000000]
10 <-> 21 [30026648.000000]
10 <-> 22 [30480934.000000]
10 <-> 23 [13631488.000000]
10 <-> 24 [30696604.000000]
10 <-> 25 [32573436.000000]
10 <-> 26 [21819454.000000]
