Original Adjacency List:
1 <-> 0.000000 [26295670.000000]
1 <-> 0.000000 [29707476.000000]
1 <-> 0.000000 [35774660.000000]
1 <-> 0.000000 [27693718.000000]
1 <-> 0.000000 [24649360.000000]
1 <-> 0.000000 [35749900.000000]
1 <-> 0.000000 [28617486.000000]
1 <-> 0.000000 [29580034.000000]
2 <-> 0.000000 [44178464.000000]
2 <-> 0.000000 [31533620.000000]
2 <-> 0.000000 [44178464.000000]
2 <-> 0.000000 [31533620.000000]
2 <-> 0.000000 [0.000000]
2 <-> 0.000000 [0.000000]
2 <-> 0.000000 [31791292.000000]
2 <-> 0.000000 [22769600.000000]
2 <-> 0.000000 [1810025.625000]
2 <-> 0.000000 [25290182.000000]
2 <-> 0.000000 [24077338.000000]
2 <-> 0.000000 [9331493.000000]
2 <-> 0.000000 [21392774.000000]
2 <-> 0.000000 [19173346.000000]
2 <-> 0.000000 [3041506.750000]
2 <-> 0.000000 [18543336.000000]
2 <-> 0.000000 [21092854.000000]
2 <-> 0.000000 [8425168.000000]
2 <-> 0.000000 [16154497.000000]
2 <-> 0.000000 [2172117248.000000]
2 <-> 0.000000 [6240389.500000]
2 <-> 0.000000 [14305649.000000]
2 <-> 0.000000 [13313151.000000]
2 <-> 0.000000 [6215249.500000]
2 <-> 0.000000 [12095833.000000]
2 <-> 0.000000 [13250205.000000]
2 <-> 0.000000 [3455414.250000]
2 <-> 0.000000 [10897049.000000]
2 <-> 0.000000 [7357744.500000]
2 <-> 0.000000 [1886668.500000]
2 <-> 0.000000 [10262388.000000]
2 <-> 0.000000 [13317311.000000]
2 <-> 0.000000 [7264046.500000]
2 <-> 0.000000 [9368456.000000]
2 <-> 0.000000 [12421035.000000]
2 <-> 0.000000 [1953771.625000]
2 <-> 0.000000 [31791292.000000]
2 <-> 0.000000 [22769600.000000]
2 <-> 0.000000 [1810025.625000]
2 <-> 0.000000 [25290182.000000]
2 <-> 0.000000 [24077338.000000]
2 <-> 0.000000 [9331493.000000]
2 <-> 0.000000 [21392774.000000]
2 <-> 0.000000 [19173346.000000]
2 <-> 0.000000 [3041506.750000]
2 <-> 0.000000 [18543336.000000]
2 <-> 0.000000 [21092854.000000]
2 <-> 0.000000 [8425168.000000]
2 <-> 0.000000 [16154497.000000]
2 <-> 0.000000 [2172117248.000000]
2 <-> 0.000000 [6240389.500000]
2 <-> 0.000000 [14305649.000000]
2 <-> 0.000000 [13313151.000000]
2 <-> 0.000000 [6215249.500000]
2 <-> 0.000000 [12095833.000000]
2 <-> 0.000000 [13250205.000000]
2 <-> 0.000000 [3455414.250000]
2 <-> 0.000000 [10897049.000000]
2 <-> 0.000000 [7357744.500000]
2 <-> 0.000000 [1886668.500000]
2 <-> 0.000000 [10262388.000000]
2 <-> 0.000000 [13317311.000000]
2 <-> 0.000000 [7264046.500000]
2 <-> 0.000000 [9368456.000000]
2 <-> 0.000000 [12421035.000000]
2 <-> 0.000000 [1953771.625000]
3 <-> 0.000000 [12597599.000000]
3 <-> 0.000000 [42707084.000000]
3 <-> 0.000000 [31791292.000000]
3 <-> 0.000000 [12597599.000000]
3 <-> 0.000000 [42707084.000000]
3 <-> 0.000000 [31791292.000000]
3 <-> 0.000000 [0.000000]
3 <-> 0.000000 [0.000000]
3 <-> 0.000000 [37681944.000000]
3 <-> 0.000000 [31248034.000000]
3 <-> 0.000000 [6559508.500000]
3 <-> 0.000000 [27774262.000000]
3 <-> 0.000000 [34113024.000000]
3 <-> 0.000000 [10500758.000000]
3 <-> 0.000000 [26147452.000000]
3 <-> 0.000000 [31906908.000000]
3 <-> 0.000000 [13632619.000000]
3 <-> 0.000000 [21797004.000000]
3 <-> 0.000000 [34602716.000000]
3 <-> 0.000000 [15772423.000000]
3 <-> 0.000000 [2140803200.000000]
3 <-> 0.000000 [33132676.000000]
3 <-> 0.000000 [17836986.000000]
3 <-> 0.000000 [23952596.000000]
3 <-> 0.000000 [32882084.000000]
3 <-> 0.000000 [19967224.000000]
3 <-> 0.000000 [21956098.000000]
3 <-> 0.000000 [32494234.000000]
3 <-> 0.000000 [21505560.000000]
3 <-> 0.000000 [27105534.000000]
3 <-> 0.000000 [31218574.000000]
3 <-> 0.000000 [22544406.000000]
3 <-> 0.000000 [20304580.000000]
3 <-> 0.000000 [33956996.000000]
3 <-> 0.000000 [23593012.000000]
3 <-> 0.000000 [20529394.000000]
3 <-> 0.000000 [31648516.000000]
3 <-> 0.000000 [37681944.000000]
3 <-> 0.000000 [31248034.000000]
3 <-> 0.000000 [6559508.500000]
3 <-> 0.000000 [27774262.000000]
3 <-> 0.000000 [34113024.000000]
3 <-> 0.000000 [10500758.000000]
3 <-> 0.000000 [26147452.000000]
3 <-> 0.000000 [31906908.000000]
3 <-> 0.000000 [13632619.000000]
3 <-> 0.000000 [21797004.000000]
3 <-> 0.000000 [34602716.000000]
3 <-> 0.000000 [15772423.000000]
3 <-> 0.000000 [2140803200.000000]
3 <-> 0.000000 [33132676.000000]
3 <-> 0.000000 [17836986.000000]
3 <-> 0.000000 [23952596.000000]
3 <-> 0.000000 [32882084.000000]
3 <-> 0.000000 [19967224.000000]
3 <-> 0.000000 [21956098.000000]
3 <-> 0.000000 [32494234.000000]
3 <-> 0.000000 [21505560.000000]
3 <-> 0.000000 [27105534.000000]
3 <-> 0.000000 [31218574.000000]
3 <-> 0.000000 [22544406.000000]
3 <-> 0.000000 [20304580.000000]
3 <-> 0.000000 [33956996.000000]
3 <-> 0.000000 [23593012.000000]
3 <-> 0.000000 [20529394.000000]
3 <-> 0.000000 [31648516.000000]
4 <-> 0.000000 [46861784.000000]
4 <-> 0.000000 [8773196.000000]
4 <-> 0.000000 [22769600.000000]
4 <-> 0.000000 [37681944.000000]
4 <-> 0.000000 [46861784.000000]
4 <-> 0.000000 [8773196.000000]
4 <-> 0.000000 [22769600.000000]
4 <-> 0.000000 [37681944.000000]
4 <-> 0.000000 [0.000000]
4 <-> 0.000000 [0.000000]
4 <-> 0.000000 [21023860.000000]
4 <-> 0.000000 [32184512.000000]
4 <-> 0.000000 [11410429.000000]
4 <-> 0.000000 [13710602.000000]
4 <-> 0.000000 [30937996.000000]
4 <-> 0.000000 [11534490.000000]
4 <-> 0.000000 [19735680.000000]
4 <-> 0.000000 [30173504.000000]
4 <-> 0.000000 [16027612.000000]
4 <-> 0.000000 [14904106.000000]
4 <-> 0.000000 [28122912.000000]
4 <-> 0.000000 [2166646272.000000]
4 <-> 0.000000 [16694899.000000]
4 <-> 0.000000 [27956672.000000]
4 <-> 0.000000 [15700538.000000]
4 <-> 0.000000 [16658311.000000]
4 <-> 0.000000 [26747532.000000]
4 <-> 0.000000 [18046378.000000]
4 <-> 0.000000 [19418800.000000]
4 <-> 0.000000 [27115412.000000]
4 <-> 0.000000 [17832896.000000]
4 <-> 0.000000 [20952658.000000]
4 <-> 0.000000 [27578090.000000]
4 <-> 0.000000 [20285796.000000]
4 <-> 0.000000 [15889526.000000]
4 <-> 0.000000 [27453590.000000]
4 <-> 0.000000 [21032918.000000]
4 <-> 0.000000 [20816686.000000]
4 <-> 0.000000 [21023860.000000]
4 <-> 0.000000 [32184512.000000]
4 <-> 0.000000 [11410429.000000]
4 <-> 0.000000 [13710602.000000]
4 <-> 0.000000 [30937996.000000]
4 <-> 0.000000 [11534490.000000]
4 <-> 0.000000 [19735680.000000]
4 <-> 0.000000 [30173504.000000]
4 <-> 0.000000 [16027612.000000]
4 <-> 0.000000 [14904106.000000]
4 <-> 0.000000 [28122912.000000]
4 <-> 0.000000 [2166646272.000000]
4 <-> 0.000000 [16694899.000000]
4 <-> 0.000000 [27956672.000000]
4 <-> 0.000000 [15700538.000000]
4 <-> 0.000000 [16658311.000000]
4 <-> 0.000000 [26747532.000000]
4 <-> 0.000000 [18046378.000000]
4 <-> 0.000000 [19418800.000000]
4 <-> 0.000000 [27115412.000000]
4 <-> 0.000000 [17832896.000000]
4 <-> 0.000000 [20952658.000000]
4 <-> 0.000000 [27578090.000000]
4 <-> 0.000000 [20285796.000000]
4 <-> 0.000000 [15889526.000000]
4 <-> 0.000000 [27453590.000000]
4 <-> 0.000000 [21032918.000000]
4 <-> 0.000000 [20816686.000000]
5 <-> 0.000000 [43516908.000000]
5 <-> 0.000000 [29779330.000000]
5 <-> 0.000000 [1810025.625000]
5 <-> 0.000000 [31248034.000000]
5 <-> 0.000000 [21023860.000000]
5 <-> 0.000000 [43516908.000000]
5 <-> 0.000000 [29779330.000000]
5 <-> 0.000000 [1810025.625000]
5 <-> 0.000000 [31248034.000000]
5 <-> 0.000000 [21023860.000000]
5 <-> 0.000000 [0.000000]
5 <-> 0.000000 [0.000000]
5 <-> 0.000000 [24705640.000000]
5 <-> 0.000000 [22319850.000000]
5 <-> 0.000000 [7735641.500000]
5 <-> 0.000000 [20971862.000000]
5 <-> 0.000000 [17437788.000000]
5 <-> 0.000000 [1443497.500000]
5 <-> 0.000000 [18270824.000000]
5 <-> 0.000000 [19512386.000000]
5 <-> 0.000000 [6946535.000000]
5 <-> 0.000000 [15820428.000000]
5 <-> 0.000000 [2171243264.000000]
5 <-> 0.000000 [4681249.500000]
5 <-> 0.000000 [14118535.000000]
5 <-> 0.000000 [11737253.000000]
5 <-> 0.000000 [4614912.000000]
5 <-> 0.000000 [11933776.000000]
5 <-> 0.000000 [11869257.000000]
5 <-> 0.000000 [2035741.375000]
5 <-> 0.000000 [10942857.000000]
5 <-> 0.000000 [5782973.000000]
5 <-> 0.000000 [77137.179688]
5 <-> 0.000000 [10492567.000000]
5 <-> 0.000000 [12163875.000000]
5 <-> 0.000000 [5772307.000000]
5 <-> 0.000000 [9711174.000000]
5 <-> 0.000000 [11376448.000000]
5 <-> 0.000000 [451840.468750]
5 <-> 0.000000 [24705640.000000]
5 <-> 0.000000 [22319850.000000]
5 <-> 0.000000 [7735641.500000]
5 <-> 0.000000 [20971862.000000]
5 <-> 0.000000 [17437788.000000]
5 <-> 0.000000 [1443497.500000]
5 <-> 0.000000 [18270824.000000]
5 <-> 0.000000 [19512386.000000]
5 <-> 0.000000 [6946535.000000]
5 <-> 0.000000 [15820428.000000]
5 <-> 0.000000 [2171243264.000000]
5 <-> 0.000000 [4681249.500000]
5 <-> 0.000000 [14118535.000000]
5 <-> 0.000000 [11737253.000000]
5 <-> 0.000000 [4614912.000000]
5 <-> 0.000000 [11933776.000000]
5 <-> 0.000000 [11869257.000000]
5 <-> 0.000000 [2035741.375000]
5 <-> 0.000000 [10942857.000000]
5 <-> 0.000000 [5782973.000000]
5 <-> 0.000000 [77137.179688]
5 <-> 0.000000 [10492567.000000]
5 <-> 0.000000 [12163875.000000]
5 <-> 0.000000 [5772307.000000]
5 <-> 0.000000 [9711174.000000]
5 <-> 0.000000 [11376448.000000]
5 <-> 0.000000 [451840.468750]
6 <-> 0.000000 [18915574.000000]
6 <-> 0.000000 [37960468.000000]
6 <-> 0.000000 [25290182.000000]
6 <-> 0.000000 [6559508.500000]
6 <-> 0.000000 [32184512.000000]
6 <-> 0.000000 [24705640.000000]
6 <-> 0.000000 [18915574.000000]
6 <-> 0.000000 [37960468.000000]
6 <-> 0.000000 [25290182.000000]
6 <-> 0.000000 [6559508.500000]
6 <-> 0.000000 [32184512.000000]
6 <-> 0.000000 [24705640.000000]
6 <-> 0.000000 [0.000000]
6 <-> 0.000000 [0.000000]
6 <-> 0.000000 [23160690.000000]
6 <-> 0.000000 [27652332.000000]
6 <-> 0.000000 [4389664.000000]
6 <-> 0.000000 [20745076.000000]
6 <-> 0.000000 [25349690.000000]
6 <-> 0.000000 [7616005.000000]
6 <-> 0.000000 [16806892.000000]
6 <-> 0.000000 [28102342.000000]
6 <-> 0.000000 [9461766.000000]
6 <-> 0.000000 [2147082496.000000]
6 <-> 0.000000 [26592646.000000]
6 <-> 0.000000 [11599119.000000]
6 <-> 0.000000 [17725544.000000]
6 <-> 0.000000 [26342930.000000]
6 <-> 0.000000 [13641670.000000]
6 <-> 0.000000 [15617725.000000]
6 <-> 0.000000 [25935498.000000]
6 <-> 0.000000 [15252300.000000]
6 <-> 0.000000 [20570036.000000]
6 <-> 0.000000 [24674990.000000]
6 <-> 0.000000 [16355015.000000]
6 <-> 0.000000 [13849165.000000]
6 <-> 0.000000 [27432150.000000]
6 <-> 0.000000 [17395530.000000]
6 <-> 0.000000 [14005823.000000]
6 <-> 0.000000 [25102716.000000]
6 <-> 0.000000 [23160690.000000]
6 <-> 0.000000 [27652332.000000]
6 <-> 0.000000 [4389664.000000]
6 <-> 0.000000 [20745076.000000]
6 <-> 0.000000 [25349690.000000]
6 <-> 0.000000 [7616005.000000]
6 <-> 0.000000 [16806892.000000]
6 <-> 0.000000 [28102342.000000]
6 <-> 0.000000 [9461766.000000]
6 <-> 0.000000 [2147082496.000000]
6 <-> 0.000000 [26592646.000000]
6 <-> 0.000000 [11599119.000000]
6 <-> 0.000000 [17725544.000000]
6 <-> 0.000000 [26342930.000000]
6 <-> 0.000000 [13641670.000000]
6 <-> 0.000000 [15617725.000000]
6 <-> 0.000000 [25935498.000000]
6 <-> 0.000000 [15252300.000000]
6 <-> 0.000000 [20570036.000000]
6 <-> 0.000000 [24674990.000000]
6 <-> 0.000000 [16355015.000000]
6 <-> 0.000000 [13849165.000000]
6 <-> 0.000000 [27432150.000000]
6 <-> 0.000000 [17395530.000000]
6 <-> 0.000000 [14005823.000000]
6 <-> 0.000000 [25102716.000000]
7 <-> 0.000000 [35854704.000000]
7 <-> 0.000000 [14933567.000000]
7 <-> 0.000000 [24077338.000000]
7 <-> 0.000000 [27774262.000000]
7 <-> 0.000000 [11410429.000000]
7 <-> 0.000000 [22319850.000000]
7 <-> 0.000000 [23160690.000000]
7 <-> 0.000000 [35854704.000000]
7 <-> 0.000000 [14933567.000000]
7 <-> 0.000000 [24077338.000000]
7 <-> 0.000000 [27774262.000000]
7 <-> 0.000000 [11410429.000000]
7 <-> 0.000000 [22319850.000000]
7 <-> 0.000000 [23160690.000000]
7 <-> 0.000000 [0.000000]
7 <-> 0.000000 [0.000000]
7 <-> 0.000000 [17782468.000000]
7 <-> 0.000000 [23149252.000000]
7 <-> 0.000000 [4985383.500000]
7 <-> 0.000000 [21551544.000000]
7 <-> 0.000000 [23446780.000000]
7 <-> 0.000000 [6470129.000000]
7 <-> 0.000000 [19049564.000000]
7 <-> 0.000000 [22046364.000000]
7 <-> 0.000000 [2156014592.000000]
7 <-> 0.000000 [19650898.000000]
7 <-> 0.000000 [22730512.000000]
7 <-> 0.000000 [11635674.000000]
7 <-> 0.000000 [19474132.000000]
7 <-> 0.000000 [22380526.000000]
7 <-> 0.000000 [13192391.000000]
7 <-> 0.000000 [21590914.000000]
7 <-> 0.000000 [23417252.000000]
7 <-> 0.000000 [16970414.000000]
7 <-> 0.000000 [22243422.000000]
7 <-> 0.000000 [24305542.000000]
7 <-> 0.000000 [15019926.000000]
7 <-> 0.000000 [19464906.000000]
7 <-> 0.000000 [24623478.000000]
7 <-> 0.000000 [16197552.000000]
7 <-> 0.000000 [22344108.000000]
7 <-> 0.000000 [17782468.000000]
7 <-> 0.000000 [23149252.000000]
7 <-> 0.000000 [4985383.500000]
7 <-> 0.000000 [21551544.000000]
7 <-> 0.000000 [23446780.000000]
7 <-> 0.000000 [6470129.000000]
7 <-> 0.000000 [19049564.000000]
7 <-> 0.000000 [22046364.000000]
7 <-> 0.000000 [2156014592.000000]
7 <-> 0.000000 [19650898.000000]
7 <-> 0.000000 [22730512.000000]
7 <-> 0.000000 [11635674.000000]
7 <-> 0.000000 [19474132.000000]
7 <-> 0.000000 [22380526.000000]
7 <-> 0.000000 [13192391.000000]
7 <-> 0.000000 [21590914.000000]
7 <-> 0.000000 [23417252.000000]
7 <-> 0.000000 [16970414.000000]
7 <-> 0.000000 [22243422.000000]
7 <-> 0.000000 [24305542.000000]
7 <-> 0.000000 [15019926.000000]
7 <-> 0.000000 [19464906.000000]
7 <-> 0.000000 [24623478.000000]
7 <-> 0.000000 [16197552.000000]
7 <-> 0.000000 [22344108.000000]
8 <-> 0.000000 [45608756.000000]
8 <-> 0.000000 [22469564.000000]
8 <-> 0.000000 [9331493.000000]
8 <-> 0.000000 [34113024.000000]
8 <-> 0.000000 [13710602.000000]
8 <-> 0.000000 [7735641.500000]
8 <-> 0.000000 [27652332.000000]
8 <-> 0.000000 [17782468.000000]
8 <-> 0.000000 [45608756.000000]
8 <-> 0.000000 [22469564.000000]
8 <-> 0.000000 [9331493.000000]
8 <-> 0.000000 [34113024.000000]
8 <-> 0.000000 [13710602.000000]
8 <-> 0.000000 [7735641.500000]
8 <-> 0.000000 [27652332.000000]
8 <-> 0.000000 [17782468.000000]
8 <-> 0.000000 [0.000000]
8 <-> 0.000000 [0.000000]
8 <-> 0.000000 [24723632.000000]
8 <-> 0.000000 [13605439.000000]
8 <-> 0.000000 [6322952.500000]
8 <-> 0.000000 [22682662.000000]
8 <-> 0.000000 [17235006.000000]
8 <-> 0.000000 [1307246.375000]
8 <-> 0.000000 [20215594.000000]
8 <-> 0.000000 [2171569408.000000]
8 <-> 0.000000 [3092098.750000]
8 <-> 0.000000 [19096442.000000]
8 <-> 0.000000 [10697464.000000]
8 <-> 0.000000 [3124891.750000]
8 <-> 0.000000 [17191570.000000]
8 <-> 0.000000 [12276087.000000]
8 <-> 0.000000 [5880589.500000]
8 <-> 0.000000 [16803032.000000]
8 <-> 0.000000 [7435310.000000]
8 <-> 0.000000 [7674835.500000]
8 <-> 0.000000 [16777870.000000]
8 <-> 0.000000 [13810618.000000]
8 <-> 0.000000 [2179799.750000]
8 <-> 0.000000 [16269976.000000]
8 <-> 0.000000 [13708833.000000]
8 <-> 0.000000 [7434496.500000]
8 <-> 0.000000 [24723632.000000]
8 <-> 0.000000 [13605439.000000]
8 <-> 0.000000 [6322952.500000]
8 <-> 0.000000 [22682662.000000]
8 <-> 0.000000 [17235006.000000]
8 <-> 0.000000 [1307246.375000]
8 <-> 0.000000 [20215594.000000]
8 <-> 0.000000 [2171569408.000000]
8 <-> 0.000000 [3092098.750000]
8 <-> 0.000000 [19096442.000000]
8 <-> 0.000000 [10697464.000000]
8 <-> 0.000000 [3124891.750000]
8 <-> 0.000000 [17191570.000000]
8 <-> 0.000000 [12276087.000000]
8 <-> 0.000000 [5880589.500000]
8 <-> 0.000000 [16803032.000000]
8 <-> 0.000000 [7435310.000000]
8 <-> 0.000000 [7674835.500000]
8 <-> 0.000000 [16777870.000000]
8 <-> 0.000000 [13810618.000000]
8 <-> 0.000000 [2179799.750000]
8 <-> 0.000000 [16269976.000000]
8 <-> 0.000000 [13708833.000000]
8 <-> 0.000000 [7434496.500000]
9 <-> 0.000000 [23068720.000000]
9 <-> 0.000000 [37491216.000000]
9 <-> 0.000000 [21392774.000000]
9 <-> 0.000000 [10500758.000000]
9 <-> 0.000000 [30937996.000000]
9 <-> 0.000000 [20971862.000000]
9 <-> 0.000000 [4389664.000000]
9 <-> 0.000000 [23149252.000000]
9 <-> 0.000000 [24723632.000000]
9 <-> 0.000000 [23068720.000000]
9 <-> 0.000000 [37491216.000000]
9 <-> 0.000000 [21392774.000000]
9 <-> 0.000000 [10500758.000000]
9 <-> 0.000000 [30937996.000000]
9 <-> 0.000000 [20971862.000000]
9 <-> 0.000000 [4389664.000000]
9 <-> 0.000000 [23149252.000000]
9 <-> 0.000000 [24723632.000000]
9 <-> 0.000000 [0.000000]
9 <-> 0.000000 [0.000000]
9 <-> 0.000000 [19908790.000000]
9 <-> 0.000000 [21746844.000000]
9 <-> 0.000000 [3230827.000000]
9 <-> 0.000000 [16682751.000000]
9 <-> 0.000000 [25021472.000000]
9 <-> 0.000000 [5278638.000000]
9 <-> 0.000000 [2151284992.000000]
9 <-> 0.000000 [23319292.000000]
9 <-> 0.000000 [7340373.500000]
9 <-> 0.000000 [15626865.000000]
9 <-> 0.000000 [23077562.000000]
9 <-> 0.000000 [9468382.000000]
9 <-> 0.000000 [13324639.000000]
9 <-> 0.000000 [22363304.000000]
9 <-> 0.000000 [11010388.000000]
9 <-> 0.000000 [17392448.000000]
9 <-> 0.000000 [20948566.000000]
9 <-> 0.000000 [12070246.000000]
9 <-> 0.000000 [11251558.000000]
9 <-> 0.000000 [24242832.000000]
9 <-> 0.000000 [13117166.000000]
9 <-> 0.000000 [11065252.000000]
9 <-> 0.000000 [21388698.000000]
9 <-> 0.000000 [19908790.000000]
9 <-> 0.000000 [21746844.000000]
9 <-> 0.000000 [3230827.000000]
9 <-> 0.000000 [16682751.000000]
9 <-> 0.000000 [25021472.000000]
9 <-> 0.000000 [5278638.000000]
9 <-> 0.000000 [2151284992.000000]
9 <-> 0.000000 [23319292.000000]
9 <-> 0.000000 [7340373.500000]
9 <-> 0.000000 [15626865.000000]
9 <-> 0.000000 [23077562.000000]
9 <-> 0.000000 [9468382.000000]
9 <-> 0.000000 [13324639.000000]
9 <-> 0.000000 [22363304.000000]
9 <-> 0.000000 [11010388.000000]
9 <-> 0.000000 [17392448.000000]
9 <-> 0.000000 [20948566.000000]
9 <-> 0.000000 [12070246.000000]
9 <-> 0.000000 [11251558.000000]
9 <-> 0.000000 [24242832.000000]
9 <-> 0.000000 [13117166.000000]
9 <-> 0.000000 [11065252.000000]
9 <-> 0.000000 [21388698.000000]
10 <-> 0.000000 [35647680.000000]
10 <-> 0.000000 [17608890.000000]
10 <-> 0.000000 [19173346.000000]
10 <-> 0.000000 [26147452.000000]
10 <-> 0.000000 [11534490.000000]
10 <-> 0.000000 [17437788.000000]
10 <-> 0.000000 [20745076.000000]
10 <-> 0.000000 [4985383.500000]
10 <-> 0.000000 [13605439.000000]
10 <-> 0.000000 [19908790.000000]
10 <-> 0.000000 [35647680.000000]
10 <-> 0.000000 [17608890.000000]
10 <-> 0.000000 [19173346.000000]
10 <-> 0.000000 [26147452.000000]
10 <-> 0.000000 [11534490.000000]
10 <-> 0.000000 [17437788.000000]
10 <-> 0.000000 [20745076.000000]
10 <-> 0.000000 [4985383.500000]
10 <-> 0.000000 [13605439.000000]
10 <-> 0.000000 [19908790.000000]
10 <-> 0.000000 [0.000000]
10 <-> 0.000000 [0.000000]
10 <-> 0.000000 [16744455.000000]
10 <-> 0.000000 [19674604.000000]
10 <-> 0.000000 [4698765.000000]
10 <-> 0.000000 [14802431.000000]
10 <-> 0.000000 [17983402.000000]
10 <-> 0.000000 [2158696960.000000]
10 <-> 0.000000 [15096445.000000]
10 <-> 0.000000 [18389738.000000]
10 <-> 0.000000 [6715599.500000]
10 <-> 0.000000 [14899376.000000]
10 <-> 0.000000 [17802812.000000]
10 <-> 0.000000 [8484011.000000]
10 <-> 0.000000 [16832874.000000]
10 <-> 0.000000 [18714330.000000]
10 <-> 0.000000 [12000854.000000]
10 <-> 0.000000 [17361996.000000]
10 <-> 0.000000 [19539666.000000]
10 <-> 0.000000 [10496846.000000]
